PlayerId,Name,Age,Photo,Nationality,Flag,OverallRating,Potential,Club,ClubLogo,Value,Wage,InternationalReputation,Skill,JerseyNumber,ContractValidUntil,Height,Weight,NPassing,NBallControl,NAdjustedAgility,NStamina,NStrength,NPositioning,GKPenalties,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,BestPosition,BestOverallRating,ReleaseClause
242265,M. Obafemi,19,https://cdn.sofifa.com/players/242/265/20_60.png,Republic of Ireland,https://cdn.sofifa.com/flags/ie.png,69,81,Southampton,https://cdn.sofifa.com/teams/17/light_30.png,1.8M,15K,1,2,14,2022,5'7,157lbs,59,69,81,67,65,69,67,11,11,13,12,9,ST,71,3.8M
225381,J. Petriccione,25,https://cdn.sofifa.com/players/225/381/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,69,73,Lecce,https://cdn.sofifa.com/teams/347/light_30.png,1.3M,16K,1,3,4,2023,5'9,165lbs,72,73,57,58,61,71,49,10,14,10,9,15,CM,71,2.4M
220829,E. Torregrossa,28,https://cdn.sofifa.com/players/220/829/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,71,71,Brescia,https://cdn.sofifa.com/teams/190/light_30.png,2.4M,25K,1,4,11,2022,6'0,192lbs,58,69,72,76,83,74,72,10,9,5,13,8,ST,71,4.3M
220912,F. JagieÅ‚Å‚o,22,https://cdn.sofifa.com/players/220/912/20_60.png,Poland,https://cdn.sofifa.com/flags/pl.png,64,72,Genoa,https://cdn.sofifa.com/teams/110556/light_30.png,650K,3K,1,3,15,2023,5'11,154lbs,67,67,73,66,53,54,48,11,9,13,6,15,CAM,67,1.3M
240661,E. Vignato,19,https://cdn.sofifa.com/players/240/661/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,69,80,Bologna,https://cdn.sofifa.com/teams/189/light_30.png,1.8M,8K,1,4,55,2024,5'9,148lbs,72,74,72,65,42,63,55,9,12,15,14,6,CAM,71,3.6M
225539,D. Solanke,22,https://cdn.sofifa.com/players/225/539/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,69,77,Bournemouth,https://cdn.sofifa.com/teams/1943/light_30.png,1.6M,7K,1,3,9,2023,6'2,176lbs,66,72,66,65,76,68,70,9,15,14,9,10,ST,71,3.4M
178091,S. Okaka,30,https://cdn.sofifa.com/players/178/091/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,75,75,Udinese,https://cdn.sofifa.com/teams/55/light_30.png,6.5M,18K,2,2,7,2022,6'1,198lbs,59,77,58,64,92,78,66,7,7,7,5,8,ST,75,11.7M
222060,Nathan,23,https://cdn.sofifa.com/players/222/060/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,71,76,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,3.2M,45K,1,4,60,2021,5'10,157lbs,75,78,78,55,62,57,58,10,12,10,9,15,CAM,73,6.3M
6235,0P. Nedved,35,https://cdn.sofifa.com/players/006/235/09_60.png,Czech Republic,https://cdn.sofifa.com/flags/cz.png,80,88,Juventus,https://cdn.sofifa.com/teams/45/light_30.png,0,0,4,1,11,2009,5'10,154lbs,81,83,50,74,80,84,84,11,22,79,22,22,CF,81,
236355,Luiz Felipe,23,https://cdn.sofifa.com/players/236/355/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,77,85,Lazio,https://cdn.sofifa.com/teams/46/light_30.png,12M,41K,1,3,3,2022,6'2,176lbs,69,71,71,52,68,28,44,14,8,13,10,9,CB,79,22.8M
184037,M. Kelly,30,https://cdn.sofifa.com/players/184/037/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,75,75,Crystal Palace,https://cdn.sofifa.com/teams/1799/light_30.png,5.5M,42K,2,2,34,2023,6'3,170lbs,63,67,51,54,77,42,58,7,11,8,7,8,CB,75,10.5M
211320,D. Rugani,25,https://cdn.sofifa.com/players/211/320/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,80,83,Juventus,https://cdn.sofifa.com/teams/45/light_30.png,16.5M,71K,2,2,24,2023,6'3,185lbs,66,65,60,62,76,28,36,5,10,5,5,5,CB,82,28.5M
164469,G. Agbonlahor,30,https://cdn.sofifa.com/players/164/469/18_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,69,69,Aston Villa,https://cdn.sofifa.com/teams/2/light_30.png,1M,20K,2,3,11,2022,5'11,174lbs,62,70,74,33,72,61,66,12,6,11,7,9,ST,68,1.9M
253213,G. Kyriakopoulos,24,https://cdn.sofifa.com/players/253/213/20_60.png,Greece,https://cdn.sofifa.com/flags/gr.png,69,76,Sassuolo,https://cdn.sofifa.com/teams/111974/light_30.png,1.3M,11K,1,2,77,2024,6'0,168lbs,63,68,63,69,68,45,35,12,10,5,10,14,LWB,70,2.5M
248808,A. Hickey,18,https://cdn.sofifa.com/players/248/808/20_60.png,Scotland,https://cdn.sofifa.com/flags/gb-sct.png,65,82,Bologna,https://cdn.sofifa.com/teams/189/light_30.png,1M,2K,1,2,3,2025,5'9,159lbs,64,65,66,66,51,50,48,13,14,8,13,5,LB,65,2.4M
213661,A. Christensen,24,https://cdn.sofifa.com/players/213/661/20_60.png,Denmark,https://cdn.sofifa.com/flags/dk.png,79,84,Chelsea,https://cdn.sofifa.com/teams/5/light_30.png,15M,69K,2,2,4,2022,6'2,181lbs,72,73,64,68,73,32,36,10,12,8,6,8,CB,81,29.6M
243640,E. Galbraith,19,https://cdn.sofifa.com/players/243/640/20_60.png,Northern Ireland,https://cdn.sofifa.com/flags/gb-nir.png,63,81,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,750K,8K,1,2,54,2021,5'9,148lbs,65,65,70,63,54,50,35,10,14,7,8,8,CM,65,1.9M
235450,Domingos Quina,20,https://cdn.sofifa.com/players/235/450/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,68,81,Watford,https://cdn.sofifa.com/teams/1795/light_30.png,1.7M,6K,1,3,20,2022,5'9,146lbs,67,72,74,63,42,63,48,12,11,8,12,6,CAM,70,4.1M
193338,M. Destro,29,https://cdn.sofifa.com/players/193/338/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,71,71,Genoa,https://cdn.sofifa.com/teams/110556/light_30.png,2.4M,13K,2,4,23,2022,6'0,176lbs,60,73,64,45,65,74,69,6,14,15,9,11,ST,71,4.3M
257349,R. Ladinetti,19,https://cdn.sofifa.com/players/257/349/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,64,82,Cagliari,https://cdn.sofifa.com/teams/1842/light_30.png,950K,4K,1,2,35,2022,6'0,165lbs,71,66,65,56,60,57,63,5,14,11,5,10,CM,66,2.2M
231512,L. Kelly,21,https://cdn.sofifa.com/players/231/512/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,69,80,Bournemouth,https://cdn.sofifa.com/teams/1943/light_30.png,1.6M,5K,1,3,5,2023,6'3,168lbs,62,69,70,70,74,60,45,7,8,8,11,12,LB,69,3.4M
164468,G. Cahill,34,https://cdn.sofifa.com/players/164/468/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,77,77,Crystal Palace,https://cdn.sofifa.com/teams/1799/light_30.png,3.3M,48K,3,2,24,2021,6'4,194lbs,59,59,41,55,83,45,53,5,12,9,5,12,CB,77,6.3M
242365,A. Barlow,19,https://cdn.sofifa.com/players/242/365/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,65,79,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,1.2M,12K,1,3,66,2020,5'9,165lbs,64,63,73,64,56,65,65,15,15,6,6,10,CAM,66,3M
238232,Han Kwang Song,20,https://cdn.sofifa.com/players/238/232/20_60.png,Korea DPR,https://cdn.sofifa.com/flags/kp.png,70,82,Cagliari,https://cdn.sofifa.com/teams/1842/light_30.png,3.2M,15K,1,3,25,2023,5'10,154lbs,59,70,75,58,51,69,68,13,15,11,15,5,ST,69,6.1M
231410,Brahim,20,https://cdn.sofifa.com/players/231/410/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,74,86,Milan,https://cdn.sofifa.com/teams/47/light_30.png,10M,26K,1,4,21,30-Jun-21,5'7,150lbs,68,81,78,54,35,69,58,13,9,13,10,6,CAM,75,
238160,M. Demiral,22,https://cdn.sofifa.com/players/238/160/20_60.png,Turkey,https://cdn.sofifa.com/flags/tr.png,76,85,Juventus,https://cdn.sofifa.com/teams/45/light_30.png,11M,48K,1,2,28,2024,6'4,187lbs,60,61,69,67,82,26,41,15,7,13,6,11,CB,78,20.4M
234785,S. Omeonga,24,https://cdn.sofifa.com/players/234/785/20_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,63,69,Genoa,https://cdn.sofifa.com/teams/110556/light_30.png,500K,3K,1,3,41,2022,5'10,159lbs,69,72,75,51,55,54,46,7,10,9,5,6,CAM,66,1M
238062,B. Baningime,21,https://cdn.sofifa.com/players/238/062/20_60.png,DR Congo,https://cdn.sofifa.com/flags/cd.png,67,77,Everton,https://cdn.sofifa.com/teams/7/light_30.png,1.1M,15K,1,2,34,2022,5'10,154lbs,68,62,58,60,58,45,48,9,14,10,12,14,CDM,68,2.3M
183188,M. Gazzola,35,https://cdn.sofifa.com/players/183/188/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,67,67,Parma,https://cdn.sofifa.com/teams/50/light_30.png,220K,7K,1,3,20,2023,6'0,170lbs,60,66,65,69,64,61,49,5,7,9,15,12,RB,67,396K
238095,N. Milenkovic,22,https://cdn.sofifa.com/players/238/095/20_60.png,Serbia,https://cdn.sofifa.com/flags/rs.png,75,82,Fiorentina,https://cdn.sofifa.com/teams/110374/light_30.png,8.5M,34K,1,2,4,2022,6'5,198lbs,64,68,56,76,85,22,34,8,7,13,7,14,CB,77,16.2M
205850,L. Pavoletti,31,https://cdn.sofifa.com/players/205/850/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,75,75,Cagliari,https://cdn.sofifa.com/teams/1842/light_30.png,6M,32K,2,3,30,2022,6'2,187lbs,57,74,54,54,77,83,67,15,6,12,14,9,ST,75,10.2M
140620,R. Klavan,34,https://cdn.sofifa.com/players/140/620/20_60.png,Estonia,https://cdn.sofifa.com/flags/ee.png,74,74,Cagliari,https://cdn.sofifa.com/teams/1842/light_30.png,2.1M,25K,2,2,15,2021,6'2,172lbs,67,68,44,36,70,38,44,11,15,11,10,12,CB,74,3.6M
178418,F. Peluso,36,https://cdn.sofifa.com/players/178/418/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,71,71,Sassuolo,https://cdn.sofifa.com/teams/111974/light_30.png,475K,13K,2,2,13,2021,6'2,181lbs,61,60,51,59,72,50,48,9,5,4,6,4,CB,71,808K
240988,D. Vavro,24,https://cdn.sofifa.com/players/240/988/20_60.png,Slovakia,https://cdn.sofifa.com/flags/sk.png,71,78,Lazio,https://cdn.sofifa.com/teams/46/light_30.png,3M,24K,1,2,93,2024,6'2,179lbs,62,63,60,63,85,48,52,13,12,14,12,13,CB,73,5.7M
210635,K. Hause,24,https://cdn.sofifa.com/players/210/635/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,72,78,Aston Villa,https://cdn.sofifa.com/teams/2/light_30.png,3.8M,29K,1,2,30,2023,6'3,205lbs,61,59,58,61,89,32,40,15,16,14,10,14,CB,74,8M
221982,P. Roberts,23,https://cdn.sofifa.com/players/221/982/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,73,81,Manchester City,https://cdn.sofifa.com/teams/10/light_30.png,6M,71K,1,4,29,2022,5'7,146lbs,72,77,82,56,33,71,62,12,7,8,7,12,CAM,75,12.3M
257579,D. Peeters,21,https://cdn.sofifa.com/players/257/579/20_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,65,74,Juventus,https://cdn.sofifa.com/teams/45/light_30.png,775K,10K,1,2,40,2024,6'1,165lbs,66,51,61,64,59,63,45,11,12,5,10,8,CDM,66,1.4M
252326,J. Sanabria,20,https://cdn.sofifa.com/players/252/326/20_60.png,Uruguay,https://cdn.sofifa.com/flags/uy.png,65,82,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,1.2M,8K,1,3,44,2023,5'8,154lbs,64,67,76,50,50,60,58,9,6,6,9,10,CAM,66,3.2M
191648,M. Yoshida,31,https://cdn.sofifa.com/players/191/648/20_60.png,Japan,https://cdn.sofifa.com/flags/jp.png,73,73,Sampdoria,https://cdn.sofifa.com/teams/1837/light_30.png,3M,15K,1,2,22,2021,6'2,174lbs,58,66,56,64,75,42,54,12,16,8,6,13,CB,73,5.4M
243237,L. Pellegrini,21,https://cdn.sofifa.com/players/243/237/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,72,86,Genoa,https://cdn.sofifa.com/teams/110556/light_30.png,6.5M,8K,1,2,88,2023,5'10,159lbs,66,72,72,68,49,68,49,6,9,11,6,5,LB,72,15.8M
228295,R. Holding,24,https://cdn.sofifa.com/players/228/295/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,75,82,Arsenal,https://cdn.sofifa.com/teams/1/light_30.png,8.5M,49K,1,2,16,2022,6'2,179lbs,65,65,58,64,76,40,38,14,11,10,14,13,CB,77,17.9M
200752,Juan Jesus,29,https://cdn.sofifa.com/players/200/752/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,74,74,Roma,https://cdn.sofifa.com/teams/52/light_30.png,4.7M,500,2,2,5,2021,6'1,183lbs,57,55,70,69,73,35,37,12,11,7,8,14,CB,74,9.9M
223710,V. Muriqi,26,https://cdn.sofifa.com/players/223/710/20_60.png,Kosovo,https://cdn.sofifa.com/flags/xk.png,76,79,Lazio,https://cdn.sofifa.com/teams/46/light_30.png,9.5M,53K,1,3,94,2025,6'4,190lbs,60,76,56,75,91,79,71,8,9,14,9,10,ST,78,16.9M
251462,D. Boateng,19,https://cdn.sofifa.com/players/251/462/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,60,77,Crystal Palace,https://cdn.sofifa.com/teams/1799/light_30.png,425K,4K,1,2,43,2021,5'7,123lbs,63,58,60,58,55,56,51,12,11,14,8,14,CDM,61,1.1M
204639,S. Savic,29,https://cdn.sofifa.com/players/204/639/20_60.png,Montenegro,https://cdn.sofifa.com/flags/me.png,81,82,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,17M,60K,2,2,15,2022,6'2,179lbs,62,67,61,48,79,29,37,14,13,14,13,12,CB,82,36.1M
149568,Amauri,35,https://cdn.sofifa.com/players/149/568/16_60.png,Italy,https://cdn.sofifa.com/flags/it.png,73,73,Torino,https://cdn.sofifa.com/teams/54/light_30.png,1.1M,25K,2,3,22,2016,6'1,183lbs,63,81,47,54,80,79,68,6,9,6,5,9,ST,73,
233201,C. Mepham,22,https://cdn.sofifa.com/players/233/201/20_60.png,Wales,https://cdn.sofifa.com/flags/gb-wls.png,73,81,Bournemouth,https://cdn.sofifa.com/teams/1943/light_30.png,5.5M,10K,1,2,6,2023,6'3,165lbs,63,66,57,68,77,39,44,10,10,12,14,12,CB,75,11.6M
213829,A. Cerri,24,https://cdn.sofifa.com/players/213/829/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,71,77,Cagliari,https://cdn.sofifa.com/teams/1842/light_30.png,3.3M,19K,1,3,27,2023,6'4,201lbs,59,73,56,63,92,70,64,6,13,8,10,14,ST,73,6.3M
169115,A. Masiello,34,https://cdn.sofifa.com/players/169/115/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,75,75,Genoa,https://cdn.sofifa.com/teams/110556/light_30.png,2.5M,15K,2,2,55,2022,6'0,181lbs,63,62,53,50,69,30,31,14,7,12,12,12,CB,75,4.5M
202849,J. Vestergaard,27,https://cdn.sofifa.com/players/202/849/20_60.png,Denmark,https://cdn.sofifa.com/flags/dk.png,77,78,Southampton,https://cdn.sofifa.com/teams/17/light_30.png,9M,48K,2,2,4,2022,6'6,212lbs,62,57,32,54,90,46,59,16,11,11,15,10,CB,78,17.8M
7631,A. Cassano,33,https://cdn.sofifa.com/players/007/631/17_60.png,Italy,https://cdn.sofifa.com/flags/it.png,76,76,Sampdoria,https://cdn.sofifa.com/teams/1837/light_30.png,3.4M,40K,3,3,99,2017,5'9,176lbs,84,89,40,34,60,76,78,4,10,6,13,8,CAM,78,
177528,A. Matri,34,https://cdn.sofifa.com/players/177/528/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,70,70,Sassuolo,https://cdn.sofifa.com/teams/111974/light_30.png,925K,27K,2,3,28,2020,6'0,176lbs,59,68,61,52,75,75,67,4,4,4,5,4,ST,70,1.7M
244717,A. Gallo,20,https://cdn.sofifa.com/players/244/717/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,62,78,Lecce,https://cdn.sofifa.com/teams/347/light_30.png,625K,4K,1,2,25,2023,6'0,161lbs,61,60,74,54,55,49,48,5,12,8,8,11,LM,63,1.5M
169721,M. Richards,30,https://cdn.sofifa.com/players/169/721/19_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,68,68,Aston Villa,https://cdn.sofifa.com/teams/2/light_30.png,675K,8K,2,2,50,2019,5'11,183lbs,59,60,62,32,87,52,53,7,16,15,16,8,CB,67,1.3M
251790,H. Rafia,21,https://cdn.sofifa.com/players/251/790/20_60.png,Tunisia,https://cdn.sofifa.com/flags/tn.png,65,74,Juventus,https://cdn.sofifa.com/teams/45/light_30.png,850K,11K,1,3,48,2024,5'9,150lbs,65,71,65,48,62,59,59,13,12,5,9,11,CAM,67,1.6M
236988,E. Nketiah,21,https://cdn.sofifa.com/players/236/988/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,71,83,Arsenal,https://cdn.sofifa.com/teams/1/light_30.png,4.3M,35K,1,3,30,2022,5'9,159lbs,61,72,82,68,59,74,57,12,10,11,9,5,ST,73,9M
222922,J. Hesketh,24,https://cdn.sofifa.com/players/222/922/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,66,71,Southampton,https://cdn.sofifa.com/teams/17/light_30.png,850K,12K,1,3,34,2021,5'6,139lbs,68,70,70,55,34,54,59,13,11,10,10,12,CAM,68,1.7M
209401,D. Anderson,25,https://cdn.sofifa.com/players/209/401/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,65,69,Lazio,https://cdn.sofifa.com/teams/46/light_30.png,625K,11K,1,3,8,2023,5'11,159lbs,59,62,75,71,62,65,41,9,15,6,15,7,RB,65,1.1M
243527,F. Caligara,20,https://cdn.sofifa.com/players/243/527/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,62,76,Cagliari,https://cdn.sofifa.com/teams/1842/light_30.png,650K,4K,1,2,12,2023,5'11,163lbs,64,68,56,51,67,54,45,6,10,12,10,10,CM,64,1.5M
229448,F. Ayae,23,https://cdn.sofifa.com/players/229/448/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,70,79,Brescia,https://cdn.sofifa.com/teams/190/light_30.png,2.8M,18K,1,3,20,2022,6'0,165lbs,58,66,79,73,74,71,65,10,8,15,10,7,ST,72,5.6M
216145,A. Izzo,28,https://cdn.sofifa.com/players/216/145/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,79,81,Torino,https://cdn.sofifa.com/teams/54/light_30.png,12.5M,47K,1,2,5,2024,6'0,172lbs,62,66,64,63,76,16,37,12,6,10,11,12,CB,81,22.2M
231743,K. Davis,22,https://cdn.sofifa.com/players/231/743/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,68,77,Aston Villa,https://cdn.sofifa.com/teams/2/light_30.png,1.4M,19K,1,3,39,2024,6'3,165lbs,55,70,65,63,79,69,55,7,14,9,9,5,ST,70,2.9M
232580,Gabriel,22,https://cdn.sofifa.com/players/232/580/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,78,85,Arsenal,https://cdn.sofifa.com/teams/1/light_30.png,13M,59K,1,2,6,2025,6'3,192lbs,63,66,54,67,84,44,40,12,8,13,10,7,CB,80,27.3M
238460,R. Brewster,20,https://cdn.sofifa.com/players/238/460/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,70,84,Liverpool,https://cdn.sofifa.com/teams/9/light_30.png,3.9M,32K,1,3,24,2023,5'11,165lbs,61,69,78,64,62,72,61,7,12,10,8,5,ST,72,9.7M
183285,M. Sakho,30,https://cdn.sofifa.com/players/183/285/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,76,76,Crystal Palace,https://cdn.sofifa.com/teams/1799/light_30.png,6M,44K,3,2,12,2021,6'2,183lbs,65,60,50,53,90,36,40,14,12,9,7,8,CB,76,11.4M
218660,J. Sims,23,https://cdn.sofifa.com/players/218/660/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,70,78,Southampton,https://cdn.sofifa.com/teams/17/light_30.png,2.6M,23K,1,3,33,2021,5'9,148lbs,67,70,84,78,48,61,67,10,10,13,11,9,LM,71,5.5M
233084,N. Molina,22,https://cdn.sofifa.com/players/233/084/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,67,77,Udinese,https://cdn.sofifa.com/teams/55/light_30.png,1.1M,5K,1,2,16,2025,5'9,154lbs,61,64,73,78,65,56,38,12,13,8,5,10,RWB,68,2.2M
193601,G. Pezzella,29,https://cdn.sofifa.com/players/193/601/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,78,78,Fiorentina,https://cdn.sofifa.com/teams/110374/light_30.png,8.5M,50K,1,2,20,2022,6'1,179lbs,58,66,47,57,78,47,35,7,9,13,10,15,CB,78,14.5M
220197,K. Bryan,23,https://cdn.sofifa.com/players/220/197/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,63,73,Sheffield United,https://cdn.sofifa.com/teams/1794/light_30.png,550K,5K,1,2,29,2021,6'1,159lbs,60,63,61,65,74,48,45,10,9,8,13,7,CB,65,1.2M
252327,Manu Sanchez,19,https://cdn.sofifa.com/players/252/327/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,70,82,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,2.8M,12K,1,3,35,2025,5'10,154lbs,61,70,67,73,54,52,38,6,6,10,12,6,LWB,71,6.3M
237382,F. Melegoni,21,https://cdn.sofifa.com/players/237/382/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,62,74,Genoa,https://cdn.sofifa.com/teams/110556/light_30.png,525K,2K,1,2,24,30-Jun-21,6'1,163lbs,65,65,60,60,51,55,64,12,13,6,7,7,CAM,64,
252324,Riquelme,20,https://cdn.sofifa.com/players/252/324/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,66,83,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,1.4M,9K,1,3,3,2021,5'9,146lbs,62,68,76,58,48,66,55,9,10,8,9,12,CAM,68,3.7M
235942,F. Cassata,22,https://cdn.sofifa.com/players/235/942/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,68,77,Genoa,https://cdn.sofifa.com/teams/110556/light_30.png,1.4M,6K,1,3,29,2022,6'0,168lbs,71,75,63,66,48,57,40,10,7,5,7,10,CM,70,2.8M
210828,B. Engels,25,https://cdn.sofifa.com/players/210/828/20_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,74,79,Aston Villa,https://cdn.sofifa.com/teams/2/light_30.png,6.5M,39K,2,2,22,2023,6'4,183lbs,66,62,55,68,79,47,35,9,12,14,7,8,CB,76,12.8M
230557,A. Da Cruz,23,https://cdn.sofifa.com/players/230/557/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,66,74,Parma,https://cdn.sofifa.com/teams/50/light_30.png,950K,8K,1,3,97,2022,6'0,163lbs,59,66,76,56,62,62,40,12,15,12,14,13,ST,67,1.9M
234143,M. Mangraviti,22,https://cdn.sofifa.com/players/234/143/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,63,73,Brescia,https://cdn.sofifa.com/teams/190/light_30.png,550K,6K,1,2,14,2022,6'2,174lbs,58,62,69,58,71,47,47,13,14,7,9,13,CB,65,1.1M
240685,T. van de Looi,20,https://cdn.sofifa.com/players/240/685/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,64,72,Brescia,https://cdn.sofifa.com/teams/190/light_30.png,625K,5K,1,3,28,2023,5'11,165lbs,65,67,61,65,63,58,46,6,11,7,14,10,CM,65,1.3M
172953,A. Mariappa,32,https://cdn.sofifa.com/players/172/953/20_60.png,Jamaica,https://cdn.sofifa.com/flags/jm.png,74,74,Watford,https://cdn.sofifa.com/teams/1795/light_30.png,3.6M,45K,1,2,6,2020,5'11,174lbs,61,62,54,63,72,50,44,6,15,8,13,10,CB,74,6.8M
243057,N. Williams,19,https://cdn.sofifa.com/players/243/057/20_60.png,Wales,https://cdn.sofifa.com/flags/gb-wls.png,67,85,Liverpool,https://cdn.sofifa.com/teams/9/light_30.png,1.5M,11K,1,2,76,2025,5'10,152lbs,64,67,75,62,48,42,45,10,11,7,14,15,RWB,68,3.7M
204638,W. Orban,27,https://cdn.sofifa.com/players/204/638/20_60.png,Hungary,https://cdn.sofifa.com/flags/hu.png,79,81,RB Leipzig,https://cdn.sofifa.com/teams/112172/light_30.png,13M,50K,2,2,4,2022,6'1,192lbs,60,57,49,68,85,40,41,15,12,15,10,6,CB,81,23.1M
173198,D. Astori,30,https://cdn.sofifa.com/players/173/198/18_60.png,Italy,https://cdn.sofifa.com/flags/it.png,81,81,Fiorentina,https://cdn.sofifa.com/teams/110374/light_30.png,13M,70K,2,2,13,2022,6'2,176lbs,64,66,64,69,80,29,27,4,4,4,4,4,CB,80,22.1M
149280,I. Zeytulaev,29,https://cdn.sofifa.com/players/149/280/15_60.png,Uzbekistan,https://cdn.sofifa.com/flags/uz.png,62,62,Torino,https://cdn.sofifa.com/teams/54/light_30.png,300K,4K,1,3,47,2019,6'0,163lbs,60,64,75,65,76,59,58,5,13,4,11,6,LW,62,
223010,L. Morosini,24,https://cdn.sofifa.com/players/223/010/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,68,74,Brescia,https://cdn.sofifa.com/teams/190/light_30.png,1.2M,12K,1,3,23,2022,5'9,163lbs,68,73,76,71,61,60,55,6,10,6,12,7,RM,71,2.4M
191089,C. Wickham,27,https://cdn.sofifa.com/players/191/089/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,69,70,Crystal Palace,https://cdn.sofifa.com/teams/1799/light_30.png,1.2M,25K,1,3,21,2021,6'3,198lbs,61,70,49,33,79,68,75,8,16,6,10,12,ST,70,2.4M
7512,H. Crespo,35,https://cdn.sofifa.com/players/007/512/12_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,76,76,Parma,https://cdn.sofifa.com/teams/50/light_30.png,1.7M,20K,3,3,9,2012,6'0,179lbs,51,75,51,30,69,86,80,13,10,10,13,14,ST,75,
240273,E. Smith Rowe,19,https://cdn.sofifa.com/players/240/273/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,69,85,Arsenal,https://cdn.sofifa.com/teams/1/light_30.png,2.3M,18K,1,4,32,2023,6'0,141lbs,66,72,78,61,44,66,64,11,8,14,8,10,CAM,71,5.8M
213938,D. Biraschi,25,https://cdn.sofifa.com/players/213/938/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,72,75,Genoa,https://cdn.sofifa.com/teams/110556/light_30.png,3.5M,11K,1,2,14,2022,6'0,159lbs,61,69,58,53,68,47,32,15,9,16,7,12,CB,74,6.6M
219852,A. Ferrari,26,https://cdn.sofifa.com/players/219/852/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,70,75,Sampdoria,https://cdn.sofifa.com/teams/1837/light_30.png,2.1M,10K,1,2,25,2023,6'3,176lbs,58,65,65,64,67,32,27,9,11,12,12,6,CB,72,3.9M
