MatchId,Division,Date,Time,HomeTeam,AwayTeam,FullTimeGoalsH,FullTimeGoalsA,HalfTimeGoalsH,HalfTimeGoalsA,ShotsH,ShotsA,ShotsOnTargetH,ShotsOnTargetA,FoulsH,FoulsA,CornersH,CornersA,YellowCardsH,YellowCardsA,RedCardsH,RedCardsA
442,SP1,11/24/2019,15:00,Eibar,Alaves,0,2,0,0,18,7,7,5,10,11,10,4,1,2,0,0
443,SP1,11/24/2019,17:30,Villarreal,Celta,1,3,0,0,15,11,1,7,12,9,8,2,3,2,0,0
444,SP1,11/24/2019,20:00,Valladolid,Sevilla,0,1,0,1,7,4,1,2,13,25,8,4,3,4,0,1
445,SP1,11/29/2019,20:00,Celta,Valladolid,0,0,0,0,13,9,5,2,11,17,11,3,1,3,0,0
446,SP1,11/30/2019,12:00,Alaves,Real Madrid,1,2,0,0,8,12,2,6,18,11,9,4,4,3,0,0
447,SP1,11/30/2019,15:00,Sociedad,Eibar,4,1,1,1,15,10,4,4,8,12,6,4,1,4,0,0
448,SP1,11/30/2019,17:30,Mallorca,Betis,1,2,0,2,16,15,7,3,16,15,6,5,3,4,1,0
449,SP1,11/30/2019,20:00,Valencia,Villarreal,2,1,0,0,13,24,7,7,8,17,6,4,1,2,0,0
450,SP1,12/1/2019,11:00,Sevilla,Leganes,1,0,0,0,16,8,8,4,16,7,7,4,3,3,0,0
451,SP1,12/1/2019,13:00,Athletic Bilbao,Granada,2,0,1,0,14,8,6,1,18,16,4,3,5,4,0,0
452,SP1,12/1/2019,15:00,Espanol,Osasuna,2,4,1,0,12,14,5,8,12,16,2,3,1,4,0,1
453,SP1,12/1/2019,17:30,Getafe,Levante,4,0,0,0,13,7,9,2,22,14,6,7,2,3,0,0
454,SP1,12/1/2019,20:00,Atl̩tico Madrid,Barcelona,0,1,0,0,17,13,2,5,12,11,9,5,4,4,0,0
455,SP1,12/6/2019,20:00,Villarreal,Atl̩tico Madrid,0,0,0,0,23,18,3,3,11,11,11,6,2,1,0,0
456,SP1,12/7/2019,12:00,Real Madrid,Espanol,2,0,1,0,18,6,8,2,15,13,5,3,4,3,1,0
457,SP1,12/7/2019,15:00,Granada,Alaves,3,0,0,0,13,5,3,1,16,17,6,2,1,4,0,2
458,SP1,12/7/2019,17:30,Levante,Valencia,2,4,2,1,17,10,6,6,14,14,5,1,5,2,1,0
459,SP1,12/7/2019,20:00,Barcelona,Mallorca,5,2,4,1,25,9,17,3,15,10,8,4,3,0,0,0
460,SP1,12/8/2019,11:00,Eibar,Getafe,0,1,0,0,6,6,3,3,16,15,3,8,5,1,1,0
461,SP1,12/8/2019,13:00,Betis,Athletic Bilbao,3,2,3,1,10,8,6,2,12,15,3,3,2,4,0,0
462,SP1,12/8/2019,15:00,Valladolid,Sociedad,0,0,0,0,4,16,2,2,10,19,1,4,0,4,0,0
463,SP1,12/8/2019,17:30,Leganes,Celta,3,2,2,0,15,9,8,4,14,11,3,5,3,3,0,1
464,SP1,12/8/2019,20:00,Osasuna,Sevilla,1,1,1,1,10,13,1,4,22,10,2,6,4,4,1,0
465,SP1,12/13/2019,20:00,Alaves,Leganes,1,1,0,1,10,3,3,1,14,17,2,0,2,3,0,0
466,SP1,12/14/2019,12:00,Granada,Levante,1,2,0,0,18,13,4,6,14,12,8,6,4,3,0,0
467,SP1,12/14/2019,15:00,Sociedad,Barcelona,2,2,1,1,19,9,5,5,7,8,8,5,0,1,0,0
468,SP1,12/14/2019,17:30,Athletic Bilbao,Eibar,0,0,0,0,8,8,3,2,7,12,6,7,3,3,0,0
469,SP1,12/14/2019,20:00,Atl̩tico Madrid,Osasuna,2,0,0,0,19,15,9,3,16,10,6,5,2,1,0,0
470,SP1,12/15/2019,11:00,Getafe,Valladolid,2,0,1,0,7,10,3,3,28,10,4,3,3,3,0,0
471,SP1,12/15/2019,13:00,Celta,Mallorca,2,2,1,1,18,8,7,2,14,16,3,3,3,5,0,1
472,SP1,12/15/2019,15:00,Espanol,Betis,2,2,2,1,16,10,4,5,26,13,7,5,4,1,0,0
473,SP1,12/15/2019,17:30,Sevilla,Villarreal,1,2,0,1,24,9,5,3,12,11,14,2,2,0,0,0
474,SP1,12/15/2019,20:00,Valencia,Real Madrid,1,1,0,0,9,19,6,6,11,15,1,2,1,2,0,0
475,SP1,12/18/2019,19:00,Barcelona,Real Madrid,0,0,0,0,9,17,2,4,5,17,2,6,3,5,0,0
476,SP1,12/20/2019,20:00,Eibar,Granada,3,0,2,0,21,12,7,1,17,13,5,5,3,3,0,0
477,SP1,12/21/2019,12:00,Mallorca,Sevilla,0,2,0,1,8,13,1,6,15,12,3,6,6,3,0,0
478,SP1,12/21/2019,15:00,Barcelona,Alaves,4,1,2,0,8,5,4,3,10,11,3,4,2,4,0,0
479,SP1,12/21/2019,17:30,Villarreal,Getafe,1,0,0,0,11,7,4,0,8,18,2,5,2,5,0,1
480,SP1,12/21/2019,20:00,Valladolid,Valencia,1,1,0,0,14,5,6,2,10,12,5,4,0,3,0,0
481,SP1,12/22/2019,11:00,Leganes,Espanol,2,0,1,0,11,9,5,3,11,15,1,5,1,6,0,0
482,SP1,12/22/2019,13:00,Osasuna,Sociedad,3,4,1,3,19,13,7,7,11,12,8,3,6,2,1,0
483,SP1,12/22/2019,15:00,Betis,Atl̩tico Madrid,1,2,0,0,15,8,2,5,11,14,5,3,4,3,0,0
484,SP1,12/22/2019,17:30,Levante,Celta,3,1,0,1,13,12,7,5,8,15,8,7,3,6,0,0
485,SP1,12/22/2019,20:00,Real Madrid,Athletic Bilbao,0,0,0,0,20,8,8,2,8,14,6,4,1,0,0,0
486,SP1,1/3/2020,18:00,Valladolid,Leganes,2,2,1,2,14,12,5,5,16,13,4,3,3,2,0,0
487,SP1,1/3/2020,20:00,Sevilla,Athletic Bilbao,1,1,0,1,9,6,2,1,16,20,9,1,2,4,0,0
488,SP1,1/4/2020,12:00,Valencia,Eibar,1,0,1,0,9,10,1,3,13,20,6,5,1,3,0,1
489,SP1,1/4/2020,15:00,Getafe,Real Madrid,0,3,0,1,15,10,4,8,20,14,7,4,3,2,0,0
490,SP1,1/4/2020,17:30,Atl̩tico Madrid,Levante,2,1,2,1,17,6,8,3,9,10,5,5,1,3,0,0
491,SP1,1/4/2020,20:00,Espanol,Barcelona,2,2,1,0,8,14,3,7,17,11,4,5,2,2,0,1
492,SP1,1/5/2020,11:00,Granada,Mallorca,1,0,1,0,7,17,4,5,23,11,3,4,5,1,0,0
493,SP1,1/5/2020,13:00,Sociedad,Villarreal,1,2,1,0,10,14,2,2,16,14,7,2,5,4,0,0
494,SP1,1/5/2020,15:00,Alaves,Betis,1,1,1,0,6,10,1,3,18,15,3,6,7,3,0,1
495,SP1,1/5/2020,20:00,Celta,Osasuna,1,1,0,0,20,8,7,1,14,19,6,1,4,3,0,0
496,SP1,1/17/2020,20:00,Leganes,Getafe,0,3,0,3,8,8,2,4,22,18,4,4,6,4,0,0
497,SP1,1/18/2020,12:00,Levante,Alaves,0,1,0,0,20,14,3,6,12,20,7,6,2,4,0,0
498,SP1,1/18/2020,15:00,Real Madrid,Sevilla,2,1,0,0,13,8,4,3,17,12,2,4,3,1,0,0
499,SP1,1/18/2020,17:30,Osasuna,Valladolid,0,0,0,0,21,5,5,3,16,10,9,1,2,2,0,0
500,SP1,1/18/2020,20:00,Eibar,Atl̩tico Madrid,2,0,1,0,9,12,4,4,16,14,6,7,1,2,0,0
501,SP1,1/19/2020,11:00,Mallorca,Valencia,4,1,3,0,13,8,6,1,18,11,1,6,4,4,0,1
502,SP1,1/19/2020,13:00,Betis,Sociedad,3,0,2,0,14,7,6,0,8,10,6,2,3,1,0,0
503,SP1,1/19/2020,15:00,Villarreal,Espanol,1,2,0,1,21,16,5,5,15,18,4,4,1,3,0,1
504,SP1,1/19/2020,17:30,Athletic Bilbao,Celta,1,1,0,0,22,7,6,3,18,12,13,0,4,3,0,0
505,SP1,1/19/2020,20:00,Barcelona,Granada,1,0,0,0,18,5,6,1,11,17,7,0,0,4,0,1
506,SP1,1/24/2020,20:00,Osasuna,Levante,2,0,0,0,15,6,3,2,18,11,5,5,3,3,0,0
507,SP1,1/25/2020,12:00,Espanol,Athletic Bilbao,1,1,0,1,9,11,3,3,14,14,2,3,3,1,0,0
508,SP1,1/25/2020,15:00,Valencia,Barcelona,2,0,0,0,8,14,6,5,13,16,2,0,1,3,0,0
509,SP1,1/25/2020,17:30,Alaves,Villarreal,1,2,0,1,12,11,6,6,10,12,7,4,2,1,0,0
510,SP1,1/25/2020,20:00,Sevilla,Granada,2,0,2,0,12,8,4,1,13,18,3,6,4,1,0,0
511,SP1,1/26/2020,11:00,Atl̩tico Madrid,Leganes,0,0,0,0,14,10,3,4,10,19,7,6,2,6,0,1
512,SP1,1/26/2020,13:00,Celta,Eibar,0,0,0,0,18,5,5,3,9,16,6,3,1,0,0,0
513,SP1,1/26/2020,15:00,Getafe,Betis,1,0,0,0,7,8,3,1,19,12,8,4,2,4,0,1
514,SP1,1/26/2020,17:30,Sociedad,Mallorca,3,0,0,0,14,8,5,4,15,7,7,3,0,2,0,0
515,SP1,1/26/2020,20:00,Valladolid,Real Madrid,0,1,0,0,4,12,0,3,7,11,3,5,1,3,0,0
516,SP1,2/1/2020,12:00,Granada,Espanol,2,1,1,1,8,22,2,4,15,17,3,9,3,3,0,0
517,SP1,2/1/2020,15:00,Real Madrid,Atl̩tico Madrid,1,0,0,0,16,4,5,1,18,11,5,6,2,3,0,0
518,SP1,2/1/2020,17:30,Mallorca,Valladolid,0,1,0,0,16,15,4,7,11,10,8,5,4,1,0,0
519,SP1,2/1/2020,20:00,Valencia,Celta,1,0,0,0,9,11,5,4,14,20,4,7,6,3,0,0
520,SP1,2/2/2020,11:00,Leganes,Sociedad,2,1,0,1,12,2,5,1,24,19,3,1,4,3,0,0
521,SP1,2/2/2020,13:00,Eibar,Betis,1,1,1,1,8,14,3,6,15,16,2,7,2,2,0,0
522,SP1,2/2/2020,15:00,Athletic Bilbao,Getafe,0,2,0,1,8,9,2,3,11,19,5,4,2,5,0,0
523,SP1,2/2/2020,17:30,Sevilla,Alaves,1,1,0,0,14,4,3,3,13,12,6,1,2,1,0,0
524,SP1,2/2/2020,17:30,Villarreal,Osasuna,3,1,1,0,9,17,4,5,19,15,4,6,3,2,0,0
525,SP1,2/2/2020,20:00,Barcelona,Levante,2,1,2,0,23,10,9,5,6,10,8,3,2,0,0,0
526,SP1,2/7/2020,20:00,Alaves,Eibar,2,1,0,0,9,5,5,1,16,10,3,5,3,2,0,0
527,SP1,2/8/2020,12:00,Levante,Leganes,2,0,2,0,9,12,5,4,18,15,2,2,2,3,0,0
528,SP1,2/8/2020,15:00,Getafe,Valencia,3,0,0,0,22,5,10,0,12,6,10,0,4,4,0,1
529,SP1,2/8/2020,17:30,Valladolid,Villarreal,1,1,1,0,8,8,1,3,14,22,2,4,3,3,0,0
530,SP1,2/8/2020,20:00,Atl̩tico Madrid,Granada,1,0,1,0,6,10,3,2,16,19,2,3,4,6,0,0
531,SP1,2/9/2020,11:00,Espanol,Mallorca,1,0,0,0,12,7,7,3,26,15,1,7,6,2,0,0
532,SP1,2/9/2020,13:00,Sociedad,Athletic Bilbao,2,1,0,0,14,6,4,3,7,15,4,4,2,2,0,1
533,SP1,2/9/2020,15:00,Osasuna,Real Madrid,1,4,1,2,14,17,4,7,11,15,4,3,2,2,0,0
534,SP1,2/9/2020,17:30,Celta,Sevilla,2,1,0,1,13,12,7,4,16,14,3,4,3,2,0,0
535,SP1,2/9/2020,20:00,Betis,Barcelona,2,3,2,2,7,10,3,6,21,17,0,8,5,5,1,1
536,SP1,2/14/2020,20:00,Valencia,Atl̩tico Madrid,2,2,1,2,9,8,3,3,12,16,11,4,3,3,0,0
537,SP1,2/15/2020,12:00,Mallorca,Alaves,1,0,0,0,14,10,6,0,16,15,8,5,0,2,0,0
538,SP1,2/15/2020,15:00,Barcelona,Getafe,2,1,2,0,12,7,5,2,12,30,2,3,3,2,0,0
539,SP1,2/15/2020,17:30,Villarreal,Levante,2,1,1,0,14,11,6,2,15,15,5,10,3,1,0,0
540,SP1,2/15/2020,20:00,Granada,Valladolid,2,1,0,0,11,6,5,4,19,13,10,5,3,2,0,0
541,SP1,2/16/2020,11:00,Sevilla,Espanol,2,2,1,1,18,5,6,3,17,9,9,2,3,4,0,1
542,SP1,2/16/2020,13:00,Leganes,Betis,0,0,0,0,11,3,1,2,15,20,4,2,5,3,0,1
543,SP1,2/16/2020,17:30,Athletic Bilbao,Osasuna,0,1,0,1,12,6,2,2,14,20,4,0,4,4,0,0
544,SP1,2/16/2020,20:00,Real Madrid,Celta,2,2,0,1,15,5,4,3,10,10,9,3,2,2,0,0
545,SP1,2/21/2020,20:00,Betis,Mallorca,3,3,2,2,19,11,6,4,13,12,7,1,2,1,0,0
546,SP1,2/22/2020,12:00,Celta,Leganes,1,0,0,0,3,11,1,2,13,17,2,9,3,3,1,0
547,SP1,2/22/2020,15:00,Barcelona,Eibar,5,0,3,0,13,12,11,5,8,19,5,5,0,2,0,0
548,SP1,2/22/2020,17:30,Sociedad,Valencia,3,0,2,0,19,6,7,1,19,9,6,7,1,1,0,0
549,SP1,2/22/2020,20:00,Levante,Real Madrid,1,0,0,0,8,19,2,7,16,10,3,7,1,2,0,0
550,SP1,2/23/2020,11:00,Osasuna,Granada,0,3,0,3,14,10,1,4,19,11,6,3,3,1,0,0
551,SP1,2/23/2020,13:00,Alaves,Athletic Bilbao,2,1,1,1,4,13,4,5,17,12,2,9,4,4,0,0
552,SP1,2/23/2020,15:00,Valladolid,Espanol,2,1,0,0,21,6,6,2,10,18,4,2,1,5,0,1
553,SP1,2/23/2020,17:30,Getafe,Sevilla,0,3,0,1,10,8,2,5,14,17,5,3,7,3,0,0
554,SP1,2/23/2020,20:00,Atl̩tico Madrid,Villarreal,3,1,1,1,16,10,9,4,14,6,6,1,1,2,0,0
555,SP1,2/28/2020,20:00,Sociedad,Valladolid,1,0,0,0,13,6,4,1,15,11,8,4,1,1,0,0
556,SP1,2/29/2020,12:00,Eibar,Levante,3,0,1,0,13,11,9,4,15,16,3,6,3,2,0,0
557,SP1,2/29/2020,15:00,Valencia,Betis,2,1,0,0,10,14,5,5,13,9,6,7,2,3,0,0
558,SP1,2/29/2020,17:30,Leganes,Alaves,1,1,0,0,19,8,6,4,18,18,6,4,3,3,0,0
559,SP1,2/29/2020,20:00,Granada,Celta,0,0,0,0,14,6,0,2,14,11,6,1,3,5,0,0
560,SP1,3/1/2020,11:00,Sevilla,Osasuna,3,2,2,0,12,14,5,4,9,14,7,1,2,2,0,1
561,SP1,3/1/2020,13:00,Athletic Bilbao,Villarreal,1,0,0,0,18,10,6,3,11,13,5,6,6,6,0,0
562,SP1,3/1/2020,15:00,Espanol,Atl̩tico Madrid,1,1,1,0,9,5,3,2,20,18,3,4,3,4,0,0
563,SP1,3/1/2020,17:30,Mallorca,Getafe,0,1,0,0,4,9,1,5,13,24,4,3,4,5,1,0
564,SP1,3/1/2020,20:00,Real Madrid,Barcelona,2,0,0,0,13,9,5,4,13,10,8,2,2,2,0,0
565,SP1,3/6/2020,20:00,Alaves,Valencia,1,1,0,1,13,6,2,2,9,10,3,3,5,3,0,0
566,SP1,3/7/2020,12:00,Eibar,Mallorca,1,2,0,1,13,10,2,4,16,8,4,3,5,3,0,0
567,SP1,3/7/2020,15:00,Atl̩tico Madrid,Sevilla,2,2,2,2,21,12,3,4,14,16,8,4,2,4,0,0
568,SP1,3/7/2020,17:30,Barcelona,Sociedad,1,0,0,0,13,9,6,1,12,10,4,4,4,3,0,0
569,SP1,3/7/2020,20:00,Getafe,Celta,0,0,0,0,19,3,6,2,18,14,9,1,6,5,1,0
570,SP1,3/8/2020,11:00,Osasuna,Espanol,1,0,0,0,17,8,6,2,17,12,6,2,3,3,0,1
571,SP1,3/8/2020,13:00,Valladolid,Athletic Bilbao,1,4,0,2,19,10,2,5,9,13,8,1,1,2,0,0
572,SP1,3/8/2020,15:00,Levante,Granada,1,1,1,0,11,10,3,7,21,13,6,4,3,3,0,0
573,SP1,3/8/2020,17:30,Villarreal,Leganes,1,2,1,0,15,12,5,7,10,11,2,5,4,3,0,0
574,SP1,3/8/2020,20:00,Betis,Real Madrid,2,1,1,1,14,13,3,4,8,11,6,2,1,1,0,0
575,SP1,3/10/2020,19:00,Eibar,Sociedad,1,2,0,1,13,6,4,2,12,10,3,1,3,2,0,0
576,SP1,6/11/2020,21:00,Sevilla,Betis,2,0,0,0,13,12,5,1,13,16,11,2,0,2,0,0
577,SP1,6/12/2020,18:30,Granada,Getafe,2,1,0,1,10,6,4,2,17,16,2,3,6,4,0,0
578,SP1,6/12/2020,21:00,Valencia,Levante,1,1,0,0,12,14,3,4,11,13,0,6,1,4,0,1
579,SP1,6/13/2020,13:00,Espanol,Alaves,2,0,1,0,19,1,9,0,16,19,2,1,4,3,0,1
580,SP1,6/13/2020,16:00,Celta,Villarreal,0,1,0,0,4,15,0,4,5,20,2,8,1,1,0,0
581,SP1,6/13/2020,18:30,Leganes,Valladolid,1,2,0,1,11,6,2,2,21,20,2,1,2,4,0,0
582,SP1,6/13/2020,21:00,Mallorca,Barcelona,0,4,0,2,13,12,3,7,16,5,9,3,1,2,0,0
583,SP1,6/14/2020,13:00,Athletic Bilbao,Atl̩tico Madrid,1,1,1,1,10,9,3,2,10,9,5,7,3,0,0,0
584,SP1,6/14/2020,18:30,Real Madrid,Eibar,3,1,3,0,6,9,5,5,11,12,3,3,1,1,0,0
585,SP1,6/14/2020,21:00,Sociedad,Osasuna,1,1,0,1,9,8,4,1,5,12,1,6,1,3,0,0
586,SP1,6/15/2020,18:30,Levante,Sevilla,1,1,0,0,11,10,5,4,12,10,5,6,1,1,0,0
587,SP1,6/15/2020,21:00,Betis,Granada,2,2,0,1,18,8,6,5,13,18,11,2,2,4,0,0
588,SP1,6/16/2020,18:30,Getafe,Espanol,0,0,0,0,21,5,4,3,15,9,5,5,3,2,0,1
589,SP1,6/16/2020,18:30,Villarreal,Mallorca,1,0,1,0,10,15,4,5,16,10,2,6,3,4,0,0
590,SP1,6/16/2020,21:00,Barcelona,Leganes,2,0,1,0,10,6,5,2,16,16,3,2,5,3,0,0
591,SP1,6/17/2020,18:30,Eibar,Athletic Bilbao,2,2,1,1,12,6,6,3,10,11,8,3,3,2,0,0
592,SP1,6/17/2020,18:30,Valladolid,Celta,0,0,0,0,6,11,1,4,18,15,5,8,3,3,0,0
593,SP1,6/17/2020,21:00,Osasuna,Atl̩tico Madrid,0,5,0,1,13,10,3,6,12,8,3,2,3,3,0,0
594,SP1,6/18/2020,18:30,Alaves,Sociedad,2,0,0,0,15,9,7,1,21,11,5,6,3,4,1,1
595,SP1,6/18/2020,21:00,Real Madrid,Valencia,3,0,0,0,19,4,14,2,12,11,8,2,0,2,0,1
596,SP1,6/19/2020,18:30,Granada,Villarreal,0,1,0,1,14,5,4,1,17,15,5,0,0,3,0,0
597,SP1,6/19/2020,18:30,Mallorca,Leganes,1,1,1,0,7,16,3,4,15,11,3,7,3,6,0,0
598,SP1,6/19/2020,21:00,Sevilla,Barcelona,0,0,0,0,8,10,4,4,17,8,2,9,3,2,0,0
599,SP1,6/20/2020,13:00,Espanol,Levante,1,3,1,1,10,14,3,8,11,10,8,5,2,0,0,0
600,SP1,6/20/2020,16:00,Athletic Bilbao,Betis,1,0,1,0,12,9,3,5,16,11,11,5,4,0,0,0
601,SP1,6/20/2020,18:30,Getafe,Eibar,1,1,1,1,9,8,2,2,18,15,2,1,3,0,0,0
602,SP1,6/20/2020,21:00,Atl̩tico Madrid,Valladolid,1,0,0,0,15,6,4,2,14,12,10,1,4,2,0,0
603,SP1,6/21/2020,13:00,Celta,Alaves,6,0,4,0,15,4,10,2,14,10,7,4,1,1,0,1
604,SP1,6/21/2020,18:30,Valencia,Osasuna,2,0,2,0,7,13,3,3,7,19,1,7,1,2,0,0
605,SP1,6/21/2020,21:00,Sociedad,Real Madrid,1,2,0,0,10,10,2,6,16,15,4,1,4,2,0,0
606,SP1,6/22/2020,18:30,Villarreal,Sevilla,2,2,2,1,7,14,5,6,16,12,3,8,3,3,0,0
607,SP1,6/22/2020,21:00,Leganes,Granada,0,0,0,0,9,4,3,1,12,16,4,2,4,4,0,0
608,SP1,6/23/2020,18:30,Levante,Atl̩tico Madrid,0,1,0,1,12,12,0,7,12,14,10,4,4,2,0,0
609,SP1,6/23/2020,18:30,Valladolid,Getafe,1,1,1,1,6,15,2,1,12,19,7,8,5,2,0,0
610,SP1,6/23/2020,21:00,Barcelona,Athletic Bilbao,1,0,0,0,18,6,4,0,10,16,6,2,2,1,0,0
611,SP1,6/24/2020,18:30,Alaves,Osasuna,0,1,0,0,5,7,0,1,12,14,7,3,2,3,0,0
612,SP1,6/24/2020,18:30,Sociedad,Celta,0,1,0,1,13,4,6,1,18,15,7,3,4,2,0,0
613,SP1,6/24/2020,21:00,Real Madrid,Mallorca,2,0,1,0,14,11,6,4,18,12,5,4,4,1,0,0
614,SP1,6/25/2020,18:30,Eibar,Valencia,1,0,1,0,14,7,5,0,12,7,10,8,4,2,0,1
615,SP1,6/25/2020,21:00,Betis,Espanol,1,0,0,0,13,9,6,2,18,18,6,5,4,4,0,0
616,SP1,6/26/2020,21:00,Sevilla,Valladolid,1,1,0,1,15,11,3,5,16,17,5,1,3,2,0,0
617,SP1,6/27/2020,13:00,Athletic Bilbao,Mallorca,3,1,2,0,12,14,6,2,17,16,1,8,1,2,0,0
618,SP1,6/27/2020,16:00,Celta,Barcelona,2,2,0,1,10,18,6,2,19,10,3,8,3,4,0,0
619,SP1,6/27/2020,18:30,Osasuna,Leganes,2,1,1,0,6,21,5,7,12,15,2,4,1,1,0,0
620,SP1,6/27/2020,21:00,Atl̩tico Madrid,Alaves,2,1,0,0,14,6,4,2,13,14,3,1,3,2,0,0
621,SP1,6/28/2020,13:00,Levante,Betis,4,2,2,0,9,17,4,8,13,14,2,5,0,4,0,0
622,SP1,6/28/2020,16:00,Villarreal,Valencia,2,0,2,0,17,4,4,0,9,18,1,4,0,2,0,0
623,SP1,6/28/2020,18:30,Granada,Eibar,1,2,0,1,14,13,5,6,8,13,8,5,1,0,0,0
624,SP1,6/28/2020,21:00,Espanol,Real Madrid,0,1,0,1,8,14,5,6,18,12,0,5,1,1,0,0
625,SP1,6/29/2020,21:00,Getafe,Sociedad,2,1,1,0,11,5,4,1,22,11,5,4,6,3,0,0
626,SP1,6/30/2020,18:30,Mallorca,Celta,5,1,3,0,9,12,7,8,16,12,2,11,3,2,0,0
627,SP1,6/30/2020,20:00,Leganes,Sevilla,0,3,0,2,9,11,3,6,23,10,4,2,4,3,0,0
628,SP1,6/30/2020,21:00,Barcelona,Atl̩tico Madrid,2,2,1,1,12,10,5,3,11,15,3,1,3,5,0,0
629,SP1,7/1/2020,18:30,Alaves,Granada,0,2,0,1,11,7,4,4,18,17,6,2,3,2,0,0
630,SP1,7/1/2020,18:30,Valencia,Athletic Bilbao,0,2,0,1,10,12,1,4,9,12,3,5,1,0,0,0
631,SP1,7/1/2020,21:00,Betis,Villarreal,0,2,0,2,9,15,1,6,10,16,1,5,4,1,1,0
632,SP1,7/1/2020,21:00,Valladolid,Levante,0,0,0,0,15,8,4,3,10,12,8,3,2,1,0,0
633,SP1,7/2/2020,18:30,Eibar,Osasuna,0,2,0,1,11,9,4,6,8,12,9,4,1,1,0,0
634,SP1,7/2/2020,18:30,Sociedad,Espanol,2,1,0,1,12,4,4,3,11,15,4,3,2,1,0,0
635,SP1,7/2/2020,21:00,Real Madrid,Getafe,1,0,0,0,8,10,4,3,15,22,6,5,5,5,0,0
636,F1,8/9/2019,19:45,Monaco,Lyon,0,3,0,2,7,13,1,3,10,17,2,5,2,2,1,0
637,F1,8/10/2019,16:30,Marseille,Reims,0,2,0,0,10,8,2,5,18,8,5,3,1,0,0,0
638,F1,8/10/2019,19:00,Angers,Bordeaux,3,1,3,1,14,8,4,3,11,15,4,3,2,1,0,0
639,F1,8/10/2019,19:00,Brest,Toulouse,1,1,1,0,16,13,5,3,11,14,4,7,0,0,0,0
640,F1,8/10/2019,19:00,Dijon,St Etienne,1,2,1,2,15,12,7,4,17,10,12,5,0,2,0,0
641,F1,8/10/2019,19:00,Montpellier,Rennes,0,1,0,1,24,9,5,3,20,19,7,1,3,3,0,1
642,F1,8/10/2019,19:00,Nice,Amiens,2,1,1,0,17,8,6,2,10,8,7,3,3,4,0,1
643,F1,8/11/2019,14:00,Lille,Nantes,2,1,1,0,13,13,3,3,13,17,5,11,2,4,0,0
644,F1,8/11/2019,16:00,Strasbourg,Metz,1,1,1,0,13,7,2,3,6,12,3,4,0,1,0,0
645,F1,8/11/2019,20:00,Paris SG,Nimes,3,0,1,0,12,5,5,1,17,8,2,6,2,0,0,0
646,F1,8/16/2019,19:45,Lyon,Angers,6,0,3,0,11,10,9,3,7,14,2,5,1,2,0,0
647,F1,8/17/2019,16:30,Nantes,Marseille,0,0,0,0,13,9,6,2,16,18,7,3,0,3,0,0
648,F1,8/17/2019,19:00,Amiens,Lille,1,0,0,0,8,10,3,1,13,7,3,10,1,1,0,1
649,F1,8/17/2019,19:00,Bordeaux,Montpellier,1,1,0,1,13,10,4,4,15,21,3,5,2,1,0,0
650,F1,8/17/2019,19:00,Metz,Monaco,3,0,1,0,18,12,10,6,16,7,6,4,1,2,0,1
651,F1,8/17/2019,19:00,Nimes,Nice,1,2,1,2,18,6,5,3,21,12,2,1,5,5,2,1
652,F1,8/17/2019,19:00,Toulouse,Dijon,1,0,0,0,18,18,7,5,11,5,7,5,2,0,0,0
653,F1,8/18/2019,14:00,St Etienne,Brest,1,1,0,1,19,9,5,4,16,8,4,2,1,2,0,0
654,F1,8/18/2019,16:00,Reims,Strasbourg,0,0,0,0,11,4,1,1,18,19,2,4,2,0,0,0
655,F1,8/18/2019,20:00,Rennes,Paris SG,2,1,1,1,11,9,4,2,15,19,4,7,1,5,0,0
656,F1,8/24/2019,19:00,Amiens,Nantes,1,2,0,0,3,25,1,6,9,13,2,5,1,1,1,0
657,F1,8/24/2019,19:00,Angers,Metz,3,0,2,0,15,4,5,2,15,8,2,1,1,2,0,0
658,F1,8/24/2019,19:00,Brest,Reims,1,0,0,0,8,10,4,2,18,14,6,5,1,1,0,0
659,F1,8/24/2019,19:00,Dijon,Bordeaux,0,2,0,1,10,10,1,3,12,18,3,7,0,2,0,0
660,F1,8/25/2019,14:00,Monaco,Nimes,2,2,2,0,16,14,6,4,14,17,6,7,2,1,1,0
661,F1,8/25/2019,16:00,Strasbourg,Rennes,0,2,0,1,19,7,3,4,13,13,6,0,4,2,1,0
662,F1,8/25/2019,20:00,Paris SG,Toulouse,4,0,0,0,21,3,11,0,8,13,12,1,0,1,0,0
663,F1,8/27/2019,18:00,Montpellier,Lyon,1,0,1,0,19,14,5,4,14,11,8,2,2,4,0,1
664,F1,8/28/2019,18:00,Lille,St Etienne,3,0,1,0,16,9,7,4,9,12,3,3,0,0,0,0
665,F1,8/28/2019,20:00,Nice,Marseille,1,2,0,1,12,12,3,5,7,13,4,3,1,1,0,0
666,F1,8/30/2019,19:45,Metz,Paris SG,0,2,0,2,7,10,2,4,11,13,4,7,1,0,0,0
667,F1,8/31/2019,16:30,Lyon,Bordeaux,1,1,1,0,10,18,3,6,12,14,4,5,4,3,1,0
668,F1,8/31/2019,19:00,Angers,Dijon,2,0,0,0,12,5,3,2,11,17,5,3,0,2,0,0
669,F1,8/31/2019,19:00,Nantes,Montpellier,1,0,0,0,14,8,7,1,14,12,6,2,2,2,0,0
